
N	S2883267	17F/19F	3,480萬元	3,480萬元	13年	5房2廳	64.9坪	64.9坪	機械式停車位，已含售金內	新北市永和區-中正路	永安捷運/四號公園/中央圖書館/智光	Tue May 03 15:13:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2883267	=HYPERLINK(N2)	
N	S3021815	2F/27F	1,650萬元	1,650萬元	1年	2房1廳	36.45坪	36.45坪	平面式停車位，已含售金內	新北市土城區-學成路	屋主自售~華固新綠洲2房稀有露台戶	Tue May 03 15:13:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3021815	=HYPERLINK(N3)	
N	S3030984	6F/27F	2,330萬元	2,330萬元	1個月	3房2廳	53.2坪	53.2坪	平面式停車位，已含售金內	新北市土城區-學成路	自售林蔭6FA1邊間三面採光大3房車位	Tue May 03 15:13:25 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3030984	=HYPERLINK(N4)	
N	S3034881	整棟/3F	1,590萬元	1,590萬元	25年	5房2廳	61.59坪	61.59坪	平面式停車位，已含售金內	新北市深坑區-雲鄉路	如詩如畫透天別墅地31坪3層樓-	Tue May 03 15:13:26 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3034881	=HYPERLINK(N5)	
N	S3050979	26F/26F	2,800萬元	2,800萬元	1個月	2房2廳	35.33坪	35.33坪	平面式停車位，已含售金內	新北市新莊區-新北大道四段	副都心捷運站出口1分鐘！遠雄新宿頂樓賠售	Tue May 03 15:13:26 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3050979	=HYPERLINK(N6)	
N	S3071199	7F/12F	2,250萬元	2,250萬元	7年	3房2廳	51.24坪	51.24坪	平面式停車位，已含售金內	新北市三重區-三賢街	重陽橋*家樂福*星巴克*大山公園三房車	Tue May 03 15:13:27 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3071199	=HYPERLINK(N7)	
P	S3088366	3F/5F	1,180萬元	1,180萬元	38年	3房2廳	25.51坪	25.51坪	平面式停車位，費用另計	新埔方正美寓 新北市板橋區-民生路三段	新埔捷運站新埔學區稀有方正三房	Tue May 03 15:13:27 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3088366	=HYPERLINK(N8)	
N	S3109911	1F/5F	1,180萬元	1,180萬元	34年	4房0廳	25.66坪	25.66坪	無	新北市板橋區-僑中二街	車站穩收租一樓/包租公(婆)最愛	Tue May 03 15:13:28 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3109911	=HYPERLINK(N9)	
P	S2984600	3F/4F	838萬元	838萬元	42年	2房2廳	20.26坪	20.26坪	無	新北市板橋區-吳鳳路	江翠捷運漂亮三樓（物超所值出價就談！）	Tue May 03 15:13:29 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2984600	=HYPERLINK(N10)	
P	S3059461	3F/4F	838萬元	838萬元	44年	3房1廳	25坪	25坪	無	新北市板橋區-南雅西路二段	板橋南雅西路二段3F	Tue May 03 15:13:29 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3059461	=HYPERLINK(N11)	
N	S3102860	23F/24F	998萬元	998萬元	19年	1房1廳	16.69坪	16.69坪	無	天生贏家 新北市板橋區-民生路二段	新埔景觀方正挑高稀有4米5有陽台	Tue May 03 15:13:30 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3102860	=HYPERLINK(N12)	
